,commentText,commentClassification
716,"@{5ffc28ed208dbf0107da7ae3}  We should not keep `CURRENCYSIGN` here, here we have only `<Trans>` strings.

Create a **constants** folder inside **Ledger** directory and keep it.",add BUGGYCODE_SUGGESTION end
717,@{5ffc28ed208dbf0107da7ae3}  Why we are getting this file changes?,add QUESTIONING end
718,"@{5ffc28ed208dbf0107da7ae3} **There are unnecessary changes in this file,** 

I think node'_modules are not updated. You should run yarn in root directory of the repository, it will check and update you node'_modules.",add BUGGYCODE_SUGGESTION end
719,@{5ffc28ed208dbf0107da7ae3} **I am also telling you the same.** As per @{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} last comment he asked you to move this from every file you declared before.,add BUGGYCODE_SUGGESTION end
720,"File name should be **index.js**

and you can just import like this,

`import { CURRENCYSIGN } from '../constants';`  
  
Now you are doing like this,

`import { CURRENCYSIGN } from '../constants/Constants';`",add CODE_SUGGESTION end
721,"@{5ffc28ed208dbf0107da7ae3} Please take care on variable naming,

`CURRENCYSIGN` => `CURRENCY_SIGN`",add SPELLING_SUGGESTION end
722,"@{5fb66741f2df6c007652913f} @{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} @{5f1ea4d770fb250022a6f5c1}  Do we need ternary operator here?  
  
`isShowingRawData && selections.length === 0 ? true : false`  
:point_down:   
`isShowingRawData && selections.length === 0`

Condition itself returning the result.",add CODE_SUGGESTION end
723,Why are you raising a PR for this? Have I told you to raise a PR?,add LOGISTICS_SUGGESTION end
724,@{5f1ea4d770fb250022a6f5c1} Looks good overall. I couldn’t test it in my local due to dependency upgrade. Please make you use case works as expected and impacted areas.,add COMPLETENESS_SUGGESTION end
725,We can break in next row in the smaller screen instead of scroll. But upto product requirement.,add LOGICAL_SUGGESTION end
726,"@{557058:93f213d9-02d4-4f58-8523-b44cf2fd232c} No need this Pull Request, just keep the changes in your branch.",add LOGISTICS_SUGGESTION end
727,"If it optional, please put a default value",add BUGGYCODE_SUGGESTION end
728,How are you handling subquery joins?,add QUESTIONING end
729,Why is this being called for every element?,add BUGGYCODE_SUGGESTION end
730,Why is it at every element that you are updating this? This is going to cause a lot of re-renders,add BUGGYCODE_SUGGESTION end
731,"@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} If we configure EditorConfig properly any auto formatter changes should not committed.

Developer might be following their favourite formatter pattern in the code editor, but EditorConfig will take care of formatting same manner while committing.

Ref. `.editorconfig` file in root directory. '([read more]()')",add LOGICAL_SUGGESTION end
732,"What is the issue of passing props like this ? :point_down:

```
<TextLinkIcon>
  <DashboardIcon color=""action"" fontSize=""small"" titleAccess=""Dashboard"" />
</TextLinkIcon>
```

‌",add QUESTIONING end
733,@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} I think your **EditorConfig** didn’t configure properly. These changes should not come.,add BUGGYCODE_SUGGESTION end
734,Why we need to hardcode this? what are we trying to achieve here?,add BUGGYCODE_SUGGESTION end
735,"importing only styles not a good idea here. If we really need to customise some component, create your own component wrapping buildin component & use it everywhere, For you ref.  
  
_filename: CustomListItemIcon.jsx_ :point_down: 

```
const useStyles = makeStyles(theme => ({
  icon: {
    ...
  }
}))
const CustomListItemIcon = ({ children }) => {
  const classes = useStyles();
  
  return (
    <ListItemIcon className={classes.icon}>
      {children}
    </ListItemIcon>
  );
}

export default CustomListItemIcon;
```

  
_filename: Xyz.jsx_ :point_down:

```
...
import EditIcon from '@material-ui/icons/Edit';
...
import CustomListItemIcon from '..';

const Xyx = () => {
  
  return (
    <>
      <CustomListItemIcon>
        <EditIcon />
      </CustomListItemIcon>
    </>
  )
}
```

‌",add CODE_SUGGESTION end
736,Not recommended. Please follow below comment on **ListItemIconStyle.js**,add BUGGYCODE_SUGGESTION end
737,"Follow how we are importing everywhere,

`import ListItemIcon from '@material-ui/core/ListItemIcon';`

NOTE: What you have done is not wrong, only what we are following.",add CODE_SUGGESTION end
738,`//@flow` missing. Please add,add BUGGYCODE_SUGGESTION end
739,"No need to put **theme** here. You can mention the prop directly.  
const useStyles = makeStyles'('('{ extras, zIndex, palette, spacing '}') => '('{ All your classes goes here '}') ');",add CODE_SUGGESTION end
740,"You can directly access spacing here like,  
`minWidth: spacing(5),`",add CODE_SUGGESTION end
741,If this variable means `modifiedOldLayouts` → Please rename.,add SPELLING_SUGGESTION end
742,"Orderby is not related, please remove",add REFACTORING_SUGGESTION end
743,"We don’t need to check on order-bys, it’s not required. @{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} , please confirm",add LOGICAL_SUGGESTION end
744,"@{5f1ea4d770fb250022a6f5c1} @{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} explained 3 things over call to rahul and anirudh.

1 - regarding orderBy should not be included in rules for deciding chart  
2 - Order by should contain both measures and dimensions

3 - If chart type is selected then order by and group by options should be limited to projections selected in x and y axis, otherwise for normal table '(it should work as earlier')",add LOGICAL_SUGGESTION end
745,"Check once with the product, regarding this. If all good, then let’s go forward with this.",add COMPLETENESS_SUGGESTION end
746,"Or we can show the message, based on whether group by is selected or not",add LOGICAL_SUGGESTION end
747,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} All points mentioned in ticket are completed?,add QUESTIONING end
748,Looks fine to me. Most of the part is replica of Dashboard. @{557058:b9557086-1e7e-44c9-9383-1c4bb5904f76} Please review it from your end once.,add COMPLETENESS_SUGGESTION end
749,"I feel that if we are going with this change, then we will have to implement the second click thing. 

Earlier it was on the side, and not it’s on the center.. so check with product once.",add COMPLETENESS_SUGGESTION end
750,Why do you need this function?,add QUESTIONING end
751,This variable name will be changed by Mathan. Please use the new variable,add CODE_SUGGESTION end
752,I would suggest to use the functions from date-fns to do the same. Their code would be tested thoroughly,add REUSE_SUGGESTION end
753,Not the appropriate message. Please check with product on this,add LOGICAL_SUGGESTION end
754,Not appropriate message,add LOGICAL_SUGGESTION end
755,See if this can be converted to hooks format while you are at it,add REFACTORING_SUGGESTION end
756,"This key will be changed, and I have requested Mathan to do so. Please coordinate with him for the new key",add REUSE_SUGGESTION end
757,"from my knowledge, Using Hardcoded String dehaves differently'(in a wrong way') when we change the language of the App. @{5f1ea4d770fb250022a6f5c1} ",add BUGGYCODE_SUGGESTION end
758,"@{5f1ea4d770fb250022a6f5c1} Try format

[ data-inline-card='' } ",add LOGICAL_SUGGESTION end
759,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}  Can we go with withStyles & withTheme from material-ui. So that, we don’t have to hardcode value. We can directly access from theme.  
For example, WidgetOptions.jsx component & all.",add BUGGYCODE_SUGGESTION end
760,You dont need the first condition,add CODE_SUGGESTION end
761,Why we removed this?,add QUESTIONING end
762,Remove `{' '}` from whole file,add REFACTORING_SUGGESTION end
763,Don’t we need this for following options?,add QUESTIONING end
764,Sender: MOBISY is also present in “notification-producer” → .yml file and `WhatsAppRegistrationInput`.java class. Please confirm whether we need to change there as well. @{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} ,add CODE_SUGGESTION end
765,See if we can use the theme object for defining this.,add REUSE_SUGGESTION end
766,why this file came?,add QUESTIONING end
767,display?,add QUESTIONING end
768,Please try to use the theme object,add REUSE_SUGGESTION end
769,Why we have removed this seperate pops & using whole theme?,add QUESTIONING end
770,"Looks good to me, @{557058:b9557086-1e7e-44c9-9383-1c4bb5904f76} , please check it on your end",add COMPLETENESS_SUGGESTION end
771,"@{5ffc28ed208dbf0107da7ae3} What review I will do here I don’t know!  
  
If you see this unnecessary file committed and this file has not been removed, But because of this non-sense one line we have done 4 comments

Does it worth @{5ffc28ed208dbf0107da7ae3} @{5a096e0ec66aa77b654a156c} ",add REFACTORING_SUGGESTION end
772,"`marginTop=""Spacing(5)""` How this is even working. Did you tested what happed when pass `""Spacing(5)""` as string.  
  
@{5ffc28ed208dbf0107da7ae3} ",add BUGGYCODE_SUGGESTION end
773,"`marginTop=""Spacing(5)""` How this is even working. Did you tested what happed when pass `""Spacing(5)""` as string.  
  
@{5ffc28ed208dbf0107da7ae3} ",add BUGGYCODE_SUGGESTION end
774,"This we have to figure out a way to handle, instead of hardcoding in this manner. TODO here will help keep track

@{557058:b9557086-1e7e-44c9-9383-1c4bb5904f76} ",add COMPLETENESS_SUGGESTION end
775,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} @{5ffc28ed208dbf0107da7ae3} 

`fontSize` should not be defined with `spacing`, it should be any of the typography.",add CODE_SUGGESTION end
776,`value ? value: '-'`,add CODE_SUGGESTION end
777,'{value || '-''} →  Can do like this as well,add CODE_SUGGESTION end
778,"@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} , please rebase and force push your branch with master",add LOGISTICS_SUGGESTION end
779,"Please don’t hard code the url. In future, the region can change.",add BUGGYCODE_SUGGESTION end
780,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Have you any reference link for this? If yes, Please paste it in this PR.",add DOCUMENTATION_SUGGESTION end
781,what db operation is being performed here?,add QUESTIONING end
782,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} the dialog which opens on share report, should have icons, it is missing right now. please fix.",add BUGGYCODE_SUGGESTION end
783,@{5f1ea4d770fb250022a6f5c1} Does join cards has changes due to drilldown?,add QUESTIONING end
784,@{5f1ea4d770fb250022a6f5c1} Code standard wise looks good to me. Please make sure test functionality and impact areas. Couldn’t check due to local changes.,add COMPLETENESS_SUGGESTION end
785,Why the gaps?,add QUESTIONING end
786,Why is it a specific condition on equals?,add QUESTIONING end
787,"If not available, then a default value, instead of undefined",add BUGGYCODE_SUGGESTION end
788,"Please note this is not foolproof, and in case the order changes, then it will  consider it as different

‌",add BUGGYCODE_SUGGESTION end
789,"Looks good to me. @{5f1ea4d770fb250022a6f5c1} I hope you have considered the different tagged config variants and accordingly provided for the same, even if it’s not currently implemented.",add COMPLETENESS_SUGGESTION end
790,"`Tagged Config for:{' '}`

:point_down:   
``{`Tagged Config for: `}``

Check this solves, I see this in many places.",add CODE_SUGGESTION end
791,@{5f1ea4d770fb250022a6f5c1} Don’t we need drilldown implementation in sub-query playground?,add QUESTIONING end
792,Please remove the unnecessary params,add REFACTORING_SUGGESTION end
793,"You can use `className={classes.dialogContent}`, don’t put it on the root component, as this is a specific change",add CODE_SUGGESTION end
794,"Editing my comment, as I mentioned it was `classNames` instead of `className`

‌",add CODE_SUGGESTION end
795,"@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} It’s there from long back. Product requirement has changed time-to-time.

In case create dashboard we use `default` and edit we are following `dialog` variant. Please proceed with changes if required.",add LOGICAL_SUGGESTION end
796,"If we don’t need, please clean up previous implementation. Let’s not hack it like this.",add BUGGYCODE_SUGGESTION end
797,"Lets keep this column as of now for this merge. once we have merged the PR and changed the JSON to use gst column, post that we can remove this field",add LOGICAL_SUGGESTION end
